Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/articles (list),4282,0,18,25.15905401681496,7.3452999999972235,221.4930000000095,36.0,35.68664521216921,0.0,18,23,28,32,49,68,95,110,150,220,220
GET,GET /api/articles (seed),1248,0,18,25.672956009617838,7.703499999934138,199.4360000001052,36.0,10.400965255671924,0.0,18,24,29,34,52,71,99,110,180,200,200
GET,GET /api/tags,434,0,18,24.704094470041426,8.187599999928352,136.06740000000173,11.0,3.6170023405141145,0.0,18,23,27,30,45,75,98,120,140,140,140
GET,GET /api/tags (seed),50,0,44,50.91955999998845,23.206500000014785,110.44210000000021,11.0,0.4167053387689072,0.0,44,58,64,67,92,100,110,110,110,110,110
,Aggregated,6014,0,18,25.4470358164287,7.3452999999972235,221.4930000000095,33.98802793481875,50.12131814712416,0.0,18,23,28,32,50,70,97,110,150,220,220
